Susan sent my dad 's son 's friend 's brother 's doctor 's teacher 's dad the button .	Susan kept my dad 's son 's friend 's brother 's doctor 's teacher 's dad the button .
the adult gave your cousin 's teacher 's mom 's dentist 's doctor 's boss 's doctor the window .	the adult kept your cousin 's teacher 's mom 's dentist 's doctor 's boss 's doctor the window .
the dancer sent my dentist 's boss 's dentist 's mother 's dentist 's friend 's boss the fork .	the dancer lost my dentist 's boss 's dentist 's mother 's dentist 's friend 's boss the fork .
the dentist bought your doctor 's grandmother 's wife 's husband 's grandmother 's daughter 's brother the ship .	the dentist kept your doctor 's grandmother 's wife 's husband 's grandmother 's daughter 's brother the ship .
Alexander showed your wife 's doctor 's daughter 's sister 's mother 's teacher 's mother the shirt .	Alexander lost your wife 's doctor 's daughter 's sister 's mother 's teacher 's mother the shirt .
my dentist gave my doctor 's brother 's brother 's husband 's mother 's sister 's son the chair .	my dentist dropped my doctor 's brother 's brother 's husband 's mother 's sister 's son the chair .
the driver showed my dad 's cousin 's sister 's daughter 's wife 's dad 's friend the glass .	the driver dropped my dad 's cousin 's sister 's daughter 's wife 's dad 's friend the glass .
Sandra showed my daughter 's son 's boss 's boss 's son 's husband 's mom the ring .	Sandra cleaned my daughter 's son 's boss 's boss 's son 's husband 's mom the ring .
the customer showed my son 's grandmother 's father 's wife 's mom 's mother 's husband the bag .	the customer cleaned my son 's grandmother 's father 's wife 's mom 's mother 's husband the bag .
Naomi showed my boss 's dad 's teacher 's boss 's boss 's sister 's daughter the book .	Naomi held my boss 's dad 's teacher 's boss 's boss 's sister 's daughter the book .
my cousin showed your grandmother 's brother 's brother 's boss 's teacher 's boss 's daughter the bag .	my cousin kept your grandmother 's brother 's brother 's boss 's teacher 's boss 's daughter the bag .
your doctor gave your daughter 's mom 's wife 's cousin 's husband 's doctor 's doctor the bottle .	your doctor dropped your daughter 's mom 's wife 's cousin 's husband 's doctor 's doctor the bottle .
your dentist sent your husband 's boss 's teacher 's dentist 's daughter 's father 's mother the bottle .	your dentist moved your husband 's boss 's teacher 's dentist 's daughter 's father 's mother the bottle .
your doctor sent your husband 's daughter 's mom 's mother 's grandmother 's husband 's brother the cup .	your doctor cleaned your husband 's daughter 's mom 's mother 's grandmother 's husband 's brother the cup .
Barbara gave my friend 's mother 's cousin 's grandmother 's wife 's father 's boss the car .	Barbara lost my friend 's mother 's cousin 's grandmother 's wife 's father 's boss the car .
the adult showed your daughter 's daughter 's brother 's son 's boss 's teacher 's brother the truck .	the adult lost your daughter 's daughter 's brother 's son 's boss 's teacher 's brother the truck .
Aaron bought your mom 's grandmother 's dentist 's doctor 's dentist 's brother 's daughter the picture .	Aaron dropped your mom 's grandmother 's dentist 's doctor 's dentist 's brother 's daughter the picture .
your dentist bought your wife 's son 's teacher 's brother 's teacher 's grandmother 's teacher the bicycle .	your dentist cleaned your wife 's son 's teacher 's brother 's teacher 's grandmother 's teacher the bicycle .
Kevin bought my dad 's friend 's husband 's brother 's friend 's brother 's husband the plate .	Kevin shook my dad 's friend 's husband 's brother 's friend 's brother 's husband the plate .
the customer bought your wife 's son 's son 's boss 's wife 's wife 's teacher the boat .	the customer cleaned your wife 's son 's son 's boss 's wife 's wife 's teacher the boat .
Todd bought your husband 's father 's dad 's son 's father 's teacher 's wife the bicycle .	Todd cleaned your husband 's father 's dad 's son 's father 's teacher 's wife the bicycle .
my friend showed your boss 's friend 's doctor 's husband 's dentist 's teacher 's sister the mirror .	my friend moved your boss 's friend 's doctor 's husband 's dentist 's teacher 's sister the mirror .
my friend showed my brother 's son 's grandmother 's husband 's cousin 's cousin 's dad the hat .	my friend dropped my brother 's son 's grandmother 's husband 's cousin 's cousin 's dad the hat .
your cousin bought my husband 's doctor 's brother 's cousin 's sister 's mother 's doctor the glass .	your cousin dropped my husband 's doctor 's brother 's cousin 's sister 's mother 's doctor the glass .
my teacher bought my daughter 's doctor 's dentist 's friend 's mom 's grandmother 's sister the spoon .	my teacher cleaned my daughter 's doctor 's dentist 's friend 's mom 's grandmother 's sister the spoon .
Wendy gave my brother 's sister 's wife 's husband 's grandmother 's brother 's father the car .	Wendy lost my brother 's sister 's wife 's husband 's grandmother 's brother 's father the car .
your friend gave my cousin 's dad 's father 's dentist 's friend 's mother 's grandmother the plate .	your friend dropped my cousin 's dad 's father 's dentist 's friend 's mother 's grandmother the plate .
my boss gave my mom 's son 's dentist 's brother 's boss 's friend 's dad the glass .	my boss held my mom 's son 's dentist 's brother 's boss 's friend 's dad the glass .
my doctor gave your daughter 's teacher 's grandmother 's teacher 's husband 's mom 's doctor the ship .	my doctor cleaned your daughter 's teacher 's grandmother 's teacher 's husband 's mom 's doctor the ship .
Laurie gave your grandmother 's father 's father 's husband 's wife 's sister 's doctor the chair .	Laurie lost your grandmother 's father 's father 's husband 's wife 's sister 's doctor the chair .
your friend showed your dad 's cousin 's daughter 's wife 's doctor 's boss 's dad the book .	your friend moved your dad 's cousin 's daughter 's wife 's doctor 's boss 's dad the book .
my friend bought my grandmother 's dad 's cousin 's grandmother 's grandmother 's wife 's cousin the window .	my friend held my grandmother 's dad 's cousin 's grandmother 's grandmother 's wife 's cousin the window .
my dentist sent your dad 's grandmother 's sister 's teacher 's boss 's mom 's mother the plane .	my dentist held your dad 's grandmother 's sister 's teacher 's boss 's mom 's mother the plane .
my teacher sent your dad 's dentist 's mom 's father 's mother 's brother 's son the picture .	my teacher held your dad 's dentist 's mom 's father 's mother 's brother 's son the picture .
my friend sent my son 's doctor 's dad 's dad 's dentist 's grandmother 's friend the plate .	my friend held my son 's doctor 's dad 's dad 's dentist 's grandmother 's friend the plate .
Michelle bought my brother 's boss 's sister 's cousin 's sister 's mother 's friend the button .	Michelle held my brother 's boss 's sister 's cousin 's sister 's mother 's friend the button .
my friend bought my sister 's boss 's mom 's dentist 's grandmother 's teacher 's dad the doll .	my friend held my sister 's boss 's mom 's dentist 's grandmother 's teacher 's dad the doll .
Timothy bought your mother 's brother 's wife 's grandmother 's dentist 's dentist 's father the box .	Timothy moved your mother 's brother 's wife 's grandmother 's dentist 's dentist 's father the box .
the dentist showed your teacher 's husband 's boss 's mother 's boss 's son 's son the button .	the dentist dropped your teacher 's husband 's boss 's mother 's boss 's son 's son the button .
my teacher bought my sister 's son 's father 's husband 's cousin 's mother 's teacher the hat .	my teacher held my sister 's son 's father 's husband 's cousin 's mother 's teacher the hat .
the dancer bought your dentist 's dentist 's sister 's mom 's husband 's daughter 's boss the bicycle .	the dancer cleaned your dentist 's dentist 's sister 's mom 's husband 's daughter 's boss the bicycle .
your dentist showed my cousin 's boss 's cousin 's husband 's teacher 's boss 's daughter the rocket .	your dentist dropped my cousin 's boss 's cousin 's husband 's teacher 's boss 's daughter the rocket .
my doctor showed my husband 's daughter 's father 's cousin 's father 's mother 's dentist the car .	my doctor held my husband 's daughter 's father 's cousin 's father 's mother 's dentist the car .
the dentist sent your brother 's dentist 's father 's daughter 's dentist 's sister 's dad the chair .	the dentist moved your brother 's dentist 's father 's daughter 's dentist 's sister 's dad the chair .
your friend showed your grandmother 's friend 's grandmother 's daughter 's father 's mother 's wife the ship .	your friend cleaned your grandmother 's friend 's grandmother 's daughter 's father 's mother 's wife the ship .
your teacher showed my son 's dentist 's boss 's husband 's boss 's dentist 's wife the cup .	your teacher dropped my son 's dentist 's boss 's husband 's boss 's dentist 's wife the cup .
Samantha showed my teacher 's son 's dentist 's son 's brother 's mother 's mother the couch .	Samantha held my teacher 's son 's dentist 's son 's brother 's mother 's mother the couch .
Julia bought my sister 's daughter 's sister 's dad 's sister 's son 's grandmother the bowl .	Julia moved my sister 's daughter 's sister 's dad 's sister 's son 's grandmother the bowl .
Mary gave your daughter 's sister 's teacher 's husband 's friend 's doctor 's boss the dish .	Mary cleaned your daughter 's sister 's teacher 's husband 's friend 's doctor 's boss the dish .
the driver gave your cousin 's mom 's dad 's dentist 's teacher 's dentist 's teacher the shoe .	the driver kept your cousin 's mom 's dad 's dentist 's teacher 's dentist 's teacher the shoe .
Frank sent your son 's grandmother 's cousin 's mom 's grandmother 's teacher 's friend the picture .	Frank held your son 's grandmother 's cousin 's mom 's grandmother 's teacher 's friend the picture .
the patient showed my doctor 's mother 's cousin 's daughter 's mom 's husband 's son the car .	the patient lost my doctor 's mother 's cousin 's daughter 's mom 's husband 's son the car .
Alexander gave my father 's mom 's mother 's brother 's sister 's mom 's sister the doll .	Alexander dropped my father 's mom 's mother 's brother 's sister 's mom 's sister the doll .
the dentist sent my wife 's boss 's cousin 's boss 's friend 's friend 's daughter the book .	the dentist lost my wife 's boss 's cousin 's boss 's friend 's friend 's daughter the book .
the doctor showed your grandmother 's friend 's brother 's mom 's teacher 's cousin 's dad the rug .	the doctor held your grandmother 's friend 's brother 's mom 's teacher 's cousin 's dad the rug .
your doctor sent your brother 's mother 's boss 's grandmother 's grandmother 's friend 's cousin the couch .	your doctor moved your brother 's mother 's boss 's grandmother 's grandmother 's friend 's cousin the couch .
the teacher gave your sister 's doctor 's friend 's father 's brother 's sister 's friend the couch .	the teacher kept your sister 's doctor 's friend 's father 's brother 's sister 's friend the couch .
Melissa bought my mother 's mom 's daughter 's grandmother 's cousin 's son 's mom the shirt .	Melissa cleaned my mother 's mom 's daughter 's grandmother 's cousin 's son 's mom the shirt .
